0,1,2,3,4,5,6,7,8,9,10
tropical fruit,butter milk,,,,,,,,,
cream cheese ,chocolate,,,,,,,,,
soda,soda,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
brown bread,citrus fruit,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
hamburger meat,pork,,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
softener,chocolate,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
tropical fruit,white wine,curd,grapes,,,,,,,
bottled beer,instant coffee,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
sugar,napkins,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
frankfurter,whole milk,,,,,,,,,
pastry,coffee,,,,,,,,,
photo/film,soda,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
citrus fruit,pastry,salt,,,,,,,,
whole milk,curd,rolls/buns,rolls/buns,,,,,,,
chicken,pickled vegetables,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
yogurt,cookware,,,,,,,,,
specialty bar,specialty chocolate,,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
frankfurter,mustard,,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
chicken,pastry,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
other vegetables,butter milk,,,,,,,,,
berries,rolls/buns,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
meat,citrus fruit,pip fruit,other vegetables,,,,,,,
coffee,whole milk,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
meat,tropical fruit,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
canned beer,specialty cheese,,,,,,,,,
yogurt,yogurt,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
sausage,frozen dessert,,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
meat,detergent,canned beer,,,,,,,,
newspapers,napkins,,,,,,,,,
berries,bottled beer,beef,whole milk,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
grapes,chewing gum,curd cheese,,,,,,,,
citrus fruit,pastry,other vegetables,pastry,,,,,,,
salty snack,shopping bags,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
whole milk,roll products ,rice,,,,,,,,
pastry,candles,,,,,,,,,
turkey,onions,,,,,,,,,
napkins,cleaner,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
pasta,margarine,,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
sauces,shopping bags,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
other vegetables,butter,,,,,,,,,
dessert,bottled beer,,,,,,,,,
rolls/buns,sausage,curd,whole milk,butter milk,margarine,white bread,yogurt,,,
citrus fruit,other vegetables,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
onions,canned beer,,,,,,,,,
frankfurter,soda,whipped/sour cream,,,,,,,,
ice cream,butter,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
chicken,sliced cheese,,,,,,,,,
cereals,sugar,,,,,,,,,
whole milk,white bread,,,,,,,,,
shopping bags,white bread,ice cream,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
soda,whole milk,,,,,,,,,
pickled vegetables,flour,,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
curd,other vegetables,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
chicken,whole milk,,,,,,,,,
bottled water,whole milk,,,,,,,,,
brown bread,newspapers,,,,,,,,,
tropical fruit,whole milk,long life bakery product,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
frankfurter,canned beer,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
soda,onions,,,,,,,,,
pip fruit,pork,sausage,dessert,grapes,soda,dessert,yogurt,whole milk,,
butter milk,canned beer,,,,,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
canned beer,flower (seeds),,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
long life bakery product,ketchup,,,,,,,,,
tropical fruit,chicken,waffles,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
curd,tropical fruit,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
ice cream,grapes,,,,,,,,,
tropical fruit,butter,,,,,,,,,
nut snack,whole milk,,,,,,,,,
white bread,brown bread,,,,,,,,,
grapes,zwieback,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,rolls/buns,rolls/buns,whole milk,newspapers,,,,,,
frozen meals,sausage,pastry,yogurt,,,,,,,
pork,long life bakery product,,,,,,,,,
meat,pip fruit,,,,,,,,,
liver loaf,whipped/sour cream,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
pastry,bottled water,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
salty snack,white bread,,,,,,,,,
rolls/buns,cream cheese ,brown bread,,,,,,,,
other vegetables,brown bread,,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
brown bread,pasta,,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
pip fruit,sliced cheese,sugar,,,,,,,,
other vegetables,chocolate,,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
misc. beverages,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,hard cheese,,,,,,,,,
citrus fruit,tropical fruit,butter,ham,,,,,,,
misc. beverages,UHT-milk,white bread,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
condensed milk,other vegetables,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
root vegetables,canned beer,whole milk,oil,,,,,,,
newspapers,dishes,,,,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
pip fruit,candy,,,,,,,,,
whole milk,canned fish,,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
canned beer,soda,,,,,,,,,
bottled beer,whole milk,other vegetables,,,,,,,,
condensed milk,waffles,,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
curd,detergent,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
cream cheese ,frozen meals,,,,,,,,,
soda,other vegetables,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
sausage,specialty bar,,,,,,,,,
yogurt,yogurt,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
pastry,pip fruit,,,,,,,,,
canned beer,domestic eggs,white wine,waffles,,,,,,,
yogurt,shopping bags,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
yogurt,jam,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
finished products,bottled water,cling film/bags,,,,,,,,
dessert,newspapers,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
butter milk,white wine,,,,,,,,,
female sanitary products,frozen fish,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
sausage,whole milk,pastry,rolls/buns,coffee,bottled beer,chocolate,rolls/buns,,,
hamburger meat,whipped/sour cream,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
other vegetables,pork,,,,,,,,,
ham,other vegetables,,,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
root vegetables,liquor,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
yogurt,ice cream,,,,,,,,,
curd,waffles,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
misc. beverages,soda,,,,,,,,,
citrus fruit,shopping bags,domestic eggs,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
citrus fruit,rolls/buns,salt,,,,,,,,
chicken,hygiene articles,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
long life bakery product,root vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beverages,candles,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
berries,pip fruit,,,,,,,,,
soda,shopping bags,,,,,,,,,
seasonal products,onions,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
canned beer,rolls/buns,,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
frankfurter,canned beer,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
oil,chicken,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
beef,ice cream,other vegetables,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
brown bread,waffles,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
meat,domestic eggs,,,,,,,,,
cream cheese ,coffee,,,,,,,,,
frankfurter,pet care,,,,,,,,,
flour,pastry,,,,,,,,,
canned beer,curd,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
whole milk,canned beer,,,,,,,,,
newspapers,syrup,,,,,,,,,
soda,soda,canned beer,,,,,,,,
pork,soda,rolls/buns,brown bread,,,,,,,
berries,white wine,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
meat,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,soda,newspapers,,,,,,,,
citrus fruit,beverages,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
bottled beer,curd,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,salty snack,,,,,,,,,
other vegetables,other vegetables,rolls/buns,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
meat,root vegetables,,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
sausage,onions,mustard,,,,,,,,
rolls/buns,napkins,,,,,,,,,
sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
frankfurter,salt,,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
rice,dish cleaner,,,,,,,,,
beef,rolls/buns,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
soda,misc. beverages,,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
ham,rolls/buns,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
oil,chewing gum,,,,,,,,,
pastry,pork,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
pork,house keeping products,,,,,,,,,
butter milk,margarine,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
whole milk,cat food,bottled beer,,,,,,,,
other vegetables,canned beer,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
pip fruit,whole milk,margarine,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,butter,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
other vegetables,pasta,whole milk,,,,,,,,
chocolate,butter,,,,,,,,,
ham,whole milk,candy,,,,,,,,
onions,frozen dessert,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
cream cheese ,sugar,,,,,,,,,
pork,other vegetables,,,,,,,,,
root vegetables,softener,,,,,,,,,
canned beer,whole milk,,,,,,,,,
beef,newspapers,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
root vegetables,whole milk,,,,,,,,,
soda,chewing gum,,,,,,,,,
soda,margarine,,,,,,,,,
sausage,root vegetables,,,,,,,,,
whole milk,sausage,pork,coffee,,,,,,,
canned beer,domestic eggs,,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
canned beer,shopping bags,,,,,,,,,
beverages,bottled water,,,,,,,,,
sausage,curd,,,,,,,,,
newspapers,butter,,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
sausage,UHT-milk,candles,chewing gum,bottled beer,artif. sweetener,butter,,,,
yogurt,other vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
chicken,whole milk,canned beer,,,,,,,,
whole milk,hard cheese,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
beef,newspapers,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
light bulbs,whipped/sour cream,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
bottled water,domestic eggs,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
white wine,whole milk,,,,,,,,,
hamburger meat,soda,cling film/bags,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
white bread,beef,coffee,flour,,,,,,,
bottled beer,herbs,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
frankfurter,bottled beer,domestic eggs,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
dishes,oil,,,,,,,,,
turkey,seasonal products,,,,,,,,,
canned fish,salty snack,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
dessert,curd,,,,,,,,,
pork,curd,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
onions,pip fruit,dog food,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
soda,candy,,,,,,,,,
bottled water,coffee,,,,,,,,,
vinegar,rolls/buns,,,,,,,,,
whole milk,yogurt,newspapers,,,,,,,,
hamburger meat,soda,,,,,,,,,
candles,chewing gum,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
curd,sausage,,,,,,,,,
beef,meat,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
cooking chocolate,hygiene articles,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
liquor,brown bread,whole milk,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
pork,spread cheese,,,,,,,,,
herbs,rum,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
napkins,dessert,,,,,,,,,
spices,butter,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,frankfurter,salty snack,newspapers,white wine,,,,,,
other vegetables,syrup,,,,,,,,,
margarine,butter,,,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
chicken,specialty chocolate,,,,,,,,,
pork,yogurt,,,,,,,,,
beverages,canned beer,,,,,,,,,
berries,curd,,,,,,,,,
male cosmetics,curd,,,,,,,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
mustard,domestic eggs,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
sparkling wine,waffles,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
butter milk,whole milk,brandy,,,,,,,,
chicken,beef,,,,,,,,,
frankfurter,berries,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
beef,pastry,curd,,,,,,,,
frankfurter,ketchup,,,,,,,,,
sausage,butter,,,,,,,,,
soda,soda,,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
whole milk,flower (seeds),honey,,,,,,,,
sausage,whole milk,dessert,UHT-milk,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
meat,whole milk,,,,,,,,,
onions,other vegetables,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
pastry,pasta,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
house keeping products,salty snack,semi-finished bread,other vegetables,whole milk,domestic eggs,chocolate marshmallow,whole milk,,,
yogurt,napkins,,,,,,,,,
beverages,cake bar,,,,,,,,,
rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard,,,,,,
whole milk,house keeping products,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
butter,brown bread,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
white bread,pip fruit,domestic eggs,,,,,,,,
misc. beverages,grapes,instant coffee,,,,,,,,
hamburger meat,dessert,sliced cheese,,,,,,,,
ham,whole milk,,,,,,,,,
pork,butter,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
soda,chocolate,,,,,,,,,
other vegetables,canned beer,newspapers,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
whole milk,rolls/buns,waffles,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
ham,frankfurter,bottled water,shopping bags,specialty cheese,,,,,,
whole milk,hard cheese,,,,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen vegetables,beef,UHT-milk,abrasive cleaner,,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
pork,berries,,,,,,,,,
whole milk,grapes,,,,,,,,,
whole milk,other vegetables,yogurt,newspapers,bottled water,pet care,,,,,
yogurt,citrus fruit,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
chicken,chicken,salt,,,,,,,,
ice cream,coffee,,,,,,,,,
tropical fruit,instant coffee,yogurt,salty snack,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
butter,newspapers,,,,,,,,,
cat food,newspapers,,,,,,,,,
specialty chocolate,frozen vegetables,other vegetables,cream cheese ,,,,,,,
bottled beer,whole milk,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
white bread,napkins,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,sugar,,,,,,,,
hamburger meat,dessert,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
yogurt,bottled water,,,,,,,,,
pork,cream cheese ,,,,,,,,,
margarine,sweet spreads,,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
bottled beer,tropical fruit,,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
grapes,rolls/buns,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
yogurt,soda,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
pickled vegetables,bottled water,,,,,,,,,
salty snack,canned beer,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
butter milk,flour,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
citrus fruit,newspapers,,,,,,,,,
sausage,bottled water,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
pork,pet care,margarine,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pork,yogurt,,,,,,,,,
tidbits,whole milk,frozen vegetables,,,,,,,,
rolls/buns,cat food,newspapers,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
butter milk,red/blush wine,,,,,,,,,
softener,salt,whole milk,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
frankfurter,whole milk,,,,,,,,,
onions,abrasive cleaner,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
coffee,rolls/buns,other vegetables,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
rolls/buns,grapes,,,,,,,,,
frozen fish,bottled beer,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
shopping bags,dessert,processed cheese,,,,,,,,
frankfurter,chicken,white bread,whipped/sour cream,specialty fat,soft cheese,,,,,
